name,type,region,locality,geolocation
Michael-Antonino-Kirillov siropitatelny house,architecture,Perm,Kungur,"(Decimal('56.944206'), Decimal('57.42881'))"
Michael's tower,architecture,Pskov region,Pskov,"(Decimal('28.35172'), Decimal('57.818775'))"
Michael's (Engineers) Castle,architecture,St. Petersburg,St. Petersburg,"(Decimal('30.294201'), Decimal('59.899816'))"
"Mosaic ""Human and Space""",architecture,St. Petersburg,St. Petersburg,"(Decimal('29.864896'), Decimal('60.657065'))"
Spiritual house of worship of Christians (Molokans),architecture,Amur region,Blagoveshchensk,"(Decimal('128.13341'), Decimal('51.689398'))"
Moscow outpost,architecture,Kostroma region,Kostroma,"(Decimal('40.877945'), Decimal('57.749225'))"
Moscow area,architecture,St. Petersburg,St. Petersburg,"(Decimal('30.323144'), Decimal('59.852154'))"
Mstislavskaya tower,architecture,Pskov region,Pskov,"(Decimal('28.332451'), Decimal('57.819274'))"
Men's Gymnasium / Blagoveshchensk State Pedagogical University,architecture,Amur region,Blagoveshchensk,"(Decimal('127.56334'), Decimal('50.264862'))"
"The museum ""House Masharova""",architecture,Tyumen region,Tyumen,"(Decimal('65.551944'), Decimal('57.147653'))"
"Museum ""Tula Kremlin""",architecture,Tula region,Tula,"(Decimal('37.576169'), Decimal('54.177369'))"
Museum of Wooden Architecture,architecture,Vladimir region,Suzdal,"(Decimal('40.449457'), Decimal('56.419836'))"
Tsaritsyn-Stalingrad Defense Museum,architecture,Volgograd region,Volgograd,"(Decimal('44.541373'), Decimal('48.749066'))"
"Museum ""Nizhny Novgorod jail""",architecture,Nizhny Novgorod Region,Nizhny Novgorod,"(Decimal('44.000336'), Decimal('56.323498'))"
"Museum ""Old Sarepta"". widow's house",architecture,Volgograd region,Volgograd,"(Decimal('44.510435'), Decimal('48.522621'))"
"Museum ""Old Sarepta"". distillery",architecture,Volgograd region,Volgograd,"(Decimal('44.510435'), Decimal('48.522621'))"
"Museum ""Old Sarepta"". Becker house",architecture,Volgograd region,Volgograd,"(Decimal('44.510435'), Decimal('48.522621'))"
"Museum ""Old Sarepta"". house Langerfelda",architecture,Volgograd region,Volgograd,"(Decimal('44.510435'), Decimal('48.522621'))"
"Museum ""Old Sarepta"". House Ritter-Hamel",architecture,Volgograd region,Volgograd,"(Decimal('44.510435'), Decimal('48.522621'))"
"Museum ""Old Sarepta"". house apothecary",architecture,Volgograd region,Volgograd,"(Decimal('44.510435'), Decimal('48.522621'))"
"Museum ""Old Sarepta"". The house of a rich colonist",architecture,Volgograd region,Volgograd,"(Decimal('44.516948'), Decimal('48.707067'))"
"Museum ""Old Sarepta"". Residential house with a candle workshop",architecture,Volgograd region,Volgograd,"(Decimal('44.516948'), Decimal('48.707067'))"
"Museum ""Old Sarepta"". The house is habitable and confectionery",architecture,Volgograd region,Volgograd,"(Decimal('44.487304'), Decimal('48.685469'))"
"Museum ""Old Sarepta"". house colonist",architecture,Volgograd region,Volgograd,"(Decimal('44.510435'), Decimal('48.522621'))"
"Museum ""Old Sarepta"". House unmarried sisters",architecture,Volgograd region,Volgograd,"(Decimal('44.516948'), Decimal('48.707067'))"
"Museum ""Old Sarepta"". Manse",architecture,Volgograd region,Volgograd,"(Decimal('44.510435'), Decimal('48.522621'))"
"Museum ""Old Sarepta"". Residential building colonist",architecture,Volgograd region,Volgograd,"(Decimal('44.516948'), Decimal('48.707067'))"
"Museum ""Old Sarepta"". Stable",architecture,Volgograd region,Volgograd,"(Decimal('44.510435'), Decimal('48.522621'))"
"Museum ""Old Sarepta"". Inn",architecture,Volgograd region,Volgograd,"(Decimal('44.503348'), Decimal('48.535527'))"
"Museum ""Old Sarepta"". warehouses Knobloch",architecture,Volgograd region,Volgograd,"(Decimal('44.510435'), Decimal('48.522621'))"
"Museum ""Old Sarepta"". Trade Shop Goldbach",architecture,Volgograd region,Volgograd,"(Decimal('44.516948'), Decimal('48.707067'))"
"Museum ""Old Sarepta"". community council",architecture,Volgograd region,Volgograd,"(Decimal('44.510435'), Decimal('48.522621'))"
Museum-Estate of VP Sukachev,architecture,Irkutsk region,Irkutsk,"(Decimal('104.263125'), Decimal('52.287654'))"
Museum-Estate D. Venevitinov,architecture,Voronezh region,Novojivotinnoye,"(Decimal('39.174029'), Decimal('51.883934'))"
Museum-Estate of Leo Tolstoy,architecture,Samara Region,Samara,"(Decimal('50.077017'), Decimal('53.177667'))"
"The museum complex ""the House"" (a building of public places)",architecture,Vladimir region,Vladimir,"(Decimal('40.406635'), Decimal('56.129057'))"
Flour Gostiny Dvor,architecture,Yaroslavskaya oblast,Rybinsk,"(Decimal('38.858406'), Decimal('58.048454'))"
Mytnaya yard,architecture,Yaroslavskaya oblast,Rostov,"(Decimal('39.414526'), Decimal('57.185866'))"
Fontanka Embankment,architecture,St. Petersburg,St. Petersburg,"(Decimal('30.310352'), Decimal('59.920321'))"
Narzan gallery,architecture,Stavropol region,Kislovodsk,"(Decimal('42.716796'), Decimal('43.905225'))"
People's house,architecture,Amur region,Blagoveshchensk,"(Decimal('128.13341'), Decimal('51.689398'))"
National house them. AS Pushkin,architecture,Primorsky Krai,Vladivostok,"(Decimal('131.919486'), Decimal('43.128216'))"
Scientific Library named after NI Lobachevsky,architecture,Republic of Tatarstan,Kazan,"(Decimal('49.121596'), Decimal('55.7947'))"
Nakhimov Naval School,architecture,St. Petersburg,St. Petersburg,"(Decimal('29.512846'), Decimal('60.398299'))"
Nevyansk leaning tower,architecture,Sverdlovsk region,Nevyansk,"(Decimal('60.218251'), Decimal('57.491225'))"
Necropolis of Artists,architecture,St. Petersburg,St. Petersburg,"(Decimal('30.331652'), Decimal('59.937278'))"
Nizhny Novgorod Exchange,architecture,Nizhny Novgorod Region,Nizhny Novgorod,"(Decimal('43.986116'), Decimal('56.321112'))"
Nizhny Novgorod Kremlin,architecture,Nizhny Novgorod Region,Nizhny Novgorod,"(Decimal('44.002833'), Decimal('56.328619'))"
Nikolaev Triumphal Arch,architecture,Primorsky Krai,Vladivostok,"(Decimal('131.885485'), Decimal('43.115536'))"
Nicholas gate tower,architecture,Smolensk region,Smolensk,"(Decimal('32.063289'), Decimal('54.777666'))"
New Grain Exchange,architecture,Yaroslavskaya oblast,Rybinsk,"(Decimal('38.80369'), Decimal('58.060721'))"
Novgorod Kremlin,architecture,Novgorod region,Novgorod,"(Decimal('31.275619'), Decimal('58.521518'))"
Novobirzhevoy Gostiny Dvor,architecture,St. Petersburg,St. Petersburg,"(Decimal('30.332756'), Decimal('59.934064'))"
Novodevichy cemetery,architecture,St. Petersburg,St. Petersburg,"(Decimal('30.325525'), Decimal('59.897442'))"
Noyhauzen,architecture,Kaliningrad region,Guryevsk,"(Decimal('20.586898'), Decimal('54.780423'))"
Rooming house Bugrova,architecture,Nizhny Novgorod Region,Nizhny Novgorod,"(Decimal('43.982909'), Decimal('56.31231'))"
Obelisk to Peter I,architecture,Lipetsk region,Lipetsk,"(Decimal('39.59922'), Decimal('52.60882'))"
Obninsk meteorological mast,architecture,Kaluga region,Obninsk,"(Decimal('36.586531'), Decimal('55.11201'))"
Fence Barnaul Higher Military Aviation School,architecture,Altai region,Barnaul,"(Decimal('83.776856'), Decimal('53.346785'))"
District Court,architecture,Nizhny Novgorod Region,Nizhny Novgorod,"(Decimal('44.006516'), Decimal('56.326797'))"
October Square,architecture,Sverdlovsk region,Ekaterinburg,"(Decimal('60.59601'), Decimal('56.842251'))"
October bath,architecture,Stavropol region,Kislovodsk,"(Decimal('42.716796'), Decimal('43.905225'))"
Omsk State Regional Scientific Library named after AS Pushkin,architecture,Omsk region,Omsk,"(Decimal('73.386816'), Decimal('54.975315'))"
Omsk Cadet Corps military,architecture,Omsk region,Omsk,"(Decimal('73.39464'), Decimal('54.954998'))"
Opochininskaya library,architecture,Yaroslavskaya oblast,Myshkin,"(Decimal('38.454587'), Decimal('57.786654'))"
Greenhouse E. Krыmova,architecture,Ivanovo region,Privolzhsk,"(Decimal('41.28083'), Decimal('57.380662'))"
Orenburg seminary,architecture,Orenburg region,Saraktaş,"(Decimal('56.36526'), Decimal('51.7831'))"
Oryol shopping arcade,architecture,Oryol Region,Eagle,"(Decimal('36.09606'), Decimal('52.932137'))"
Osinovetskiy Lighthouse,architecture,St. Petersburg,St. Petersburg,"(Decimal('30.10233'), Decimal('59.78804'))"
mansion Brynner,architecture,Primorsky Krai,Vladivostok,"(Decimal('131.885485'), Decimal('43.115536'))"
Mansion GF Fleury,architecture,Tomsk region,Tomsk,"(Decimal('84.947649'), Decimal('56.48464'))"
Mansion EA Semenova,architecture,Sverdlovsk region,Ekaterinburg,"(Decimal('60.565342'), Decimal('56.845884'))"
The mansion Kochubey,architecture,St. Petersburg,St. Petersburg,"(Decimal('30.315868'), Decimal('59.939095'))"
Mansion Kushelev-Bezborodko,architecture,St. Petersburg,St. Petersburg,"(Decimal('30.315868'), Decimal('59.939095'))"
Peter Demidov Mansion,architecture,St. Petersburg,St. Petersburg,"(Decimal('30.325336'), Decimal('59.969866'))"
mansion Plotnikov,architecture,Saratov region,Saratov,"(Decimal('46.034158'), Decimal('51.533103'))"
Polovtsov mansion (architect house),architecture,St. Petersburg,St. Petersburg,"(Decimal('30.315868'), Decimal('59.939095'))"
mansion Selivanov,architecture,Yaroslavskaya oblast,Rostov,"(Decimal('39.414526'), Decimal('57.185866'))"
Особняк Спиридонова (Дворец &quot;Малютка&quot;),architecture,St. Petersburg,St. Petersburg,"(Decimal('30.315868'), Decimal('59.939095'))"
Surkov's mansion,architecture,Arhangelsk region,Arkhangelsk,"(Decimal('40.515753'), Decimal('64.539911'))"
Mansion Shcherbakova,architecture,Perm,Kungur,"(Decimal('56.944206'), Decimal('57.42881'))"
Mansion JA Prozorov,architecture,Kirov region,Kirov,"(Decimal('49.694316'), Decimal('58.506848'))"
Mansion minister of war,architecture,St. Petersburg,St. Petersburg,"(Decimal('30.315868'), Decimal('59.939095'))"
Mansion of Princess Dolgoruky,architecture,St. Petersburg,St. Petersburg,"(Decimal('30.315868'), Decimal('59.939095'))"
Mansion large hlebotorgovtsa MM Polezhaeva (house Malginov merchants),architecture,Yaroslavskaya oblast,Rostov,"(Decimal('39.414526'), Decimal('57.185866'))"
Mansion of the merchant GM Golovanov (Russian-German House),architecture,Tomsk region,Tomsk,"(Decimal('84.947649'), Decimal('56.48464'))"
Mansion of the merchant Ikonnikova,architecture,Nizhny Novgorod Region,Nizhny Novgorod,"(Decimal('44.006516'), Decimal('56.326797'))"
Mansion of the merchant Kuznetsov,architecture,Perm,Kungur,"(Decimal('56.944206'), Decimal('57.42881'))"
Mansion Markov merchant,architecture,Nizhny Novgorod Region,Nizhny Novgorod,"(Decimal('44.006516'), Decimal('56.326797'))"
Mansion widow MD Zhernakova,architecture,Novosibirsk region,Novosibirsk,"(Decimal('82.92043'), Decimal('55.030199'))"
Big Island Muksalma,architecture,Arhangelsk region,Solovetsky,"(Decimal('35.954917'), Decimal('65.035527'))"
Kiy island,architecture,Arhangelsk region,Onega,"(Decimal('37.890193'), Decimal('63.99962'))"
Branch of the Siberian Commercial Bank / General Directorate of the Central Bank of the Russian Federation,architecture,Amur region,Blagoveshchensk,"(Decimal('127.527173'), Decimal('50.29064'))"
Venus pavilion,architecture,Leningrad region,Gatchina,"(Decimal('30.104414'), Decimal('59.569335'))"
Rossi pavilion,architecture,St. Petersburg,St. Petersburg,"(Decimal('30.335155'), Decimal('59.945585'))"
warehouses,architecture,St. Petersburg,St. Petersburg,"(Decimal('30.315868'), Decimal('59.939095'))"
Chamber Korobov in Kaluga,architecture,Kaluga region,Kaluga,"(Decimal('36.167539'), Decimal('54.53284'))"
Chamber Makarova in Kaluga,architecture,Kaluga region,Kaluga,"(Decimal('36.167539'), Decimal('54.53284'))"
Chamber Menshikov,architecture,Pskov region,Pskov,"(Decimal('28.332451'), Decimal('57.819274'))"
Chamber Podznoeva,architecture,Pskov region,Pskov,"(Decimal('28.332451'), Decimal('57.819274'))"
Chamber Pushnikova,architecture,Nizhny Novgorod Region,Nizhny Novgorod,"(Decimal('44.006516'), Decimal('56.326797'))"
Chamber Stroganoff,architecture,Perm,Usolye,"(Decimal('56.683757'), Decimal('59.427847'))"
Chamber falcon tower,architecture,Pskov region,Pskov,"(Decimal('28.332451'), Decimal('57.819274'))"
"Monument ""Kadarchy""",architecture,Tyva Republic,red,"(Decimal('94.437757'), Decimal('51.719086'))"
Monument to Alexander Pushkin,architecture,Mari El Republic,Yoshkar-Ola,"(Decimal('47.886178'), Decimal('56.631595'))"
Monument GK Zhukov,architecture,Volgograd region,Volgograd,"(Decimal('44.516948'), Decimal('48.707067'))"
Monument Sasha Filippov,architecture,Volgograd region,Volgograd,"(Decimal('44.516948'), Decimal('48.707067'))"
Monument governor Prince Ivan Andreyevich Obolensky-Nogotkov,architecture,Mari El Republic,Yoshkar-Ola,"(Decimal('47.886178'), Decimal('56.631595'))"
Monument of wooden architecture on Chaplygin Street,architecture,Novosibirsk region,Novosibirsk,"(Decimal('82.92043'), Decimal('55.030199'))"
Monument civilians,architecture,Volgograd region,Volgograd,"(Decimal('44.516948'), Decimal('48.707067'))"
Monument to the first teacher,architecture,Volgograd region,Volgograd,"(Decimal('44.524656'), Decimal('48.76423'))"
monument hole,architecture,St. Petersburg,St. Petersburg,"(Decimal('30.315868'), Decimal('59.939095'))"
The memorial sign in honor of adoption of Islam by Volga Bulgars in 922,architecture,Republic of Tatarstan,Bulgaria,"(Decimal('49.030354'), Decimal('54.974917'))"
Park Manor Eropkin,architecture,Kaluga region,Grabcevo,"(Decimal('36.371241'), Decimal('54.565342'))"
Steam Mill Yurov,architecture,Orenburg region,Orenburg,"(Decimal('55.226169'), Decimal('51.768478'))"
Passage and the Chamber Lubimova,architecture,Perm,Permian,"(Decimal('56.229434'), Decimal('58.01045'))"
Patriarchal area,architecture,Mari El Republic,Yoshkar-Ola,"(Decimal('47.907118'), Decimal('56.636744'))"
Day area,architecture,The Republic of Khakassia,Abakan,"(Decimal('91.442396'), Decimal('53.721002'))"
Perm gates,architecture,Perm,Permian,"(Decimal('56.229434'), Decimal('58.01045'))"
Perm State University (PSNRU),architecture,Perm,Permian,"(Decimal('56.65237'), Decimal('58.052012'))"
Perm I,architecture,Perm,Permian,"(Decimal('56.229434'), Decimal('58.01045'))"
Petrovskaya tower,architecture,Pskov region,Pskov,"(Decimal('28.316703'), Decimal('57.816561'))"
cave Okladnikova,architecture,Altai region,Sibiryachiha,"(Decimal('84.052487'), Decimal('51.746808'))"
Beer medovarennыy plant. B. Hamplya,architecture,Kurgan region,Mound,"(Decimal('65.367717'), Decimal('55.405491'))"
Pioneer Square,architecture,St. Petersburg,St. Petersburg,"(Decimal('30.333349'), Decimal('59.920929'))"
Piteynыy home (Prikaznaya cellar),architecture,Kirov region,Kirov,"(Decimal('49.594567'), Decimal('58.508738'))"
Dam city pond in Yekaterinburg,architecture,Sverdlovsk region,Ekaterinburg,"(Decimal('60.55387'), Decimal('57.366851'))"
The dam of the city pond,architecture,Sverdlovsk region,Kamensk-Uralsky,"(Decimal('62.00023'), Decimal('56.358891'))"
Area 1905,architecture,Sverdlovsk region,Ekaterinburg,"(Decimal('60.596971'), Decimal('56.837805'))"
The area of ​​the 50th anniversary of the USSR,architecture,Irkutsk region,Irkutsk,"(Decimal('104.309263'), Decimal('52.265387'))"
"Area ""Five Corners""",architecture,Murmansk region,Murmansk,"(Decimal('33.074208'), Decimal('68.970395'))"
area Arata,architecture,Tyva Republic,red,"(Decimal('94.438718'), Decimal('51.720169'))"
Arbat area,architecture,Tyva Republic,red,"(Decimal('94.437757'), Decimal('51.719086'))"
Area Fighters Revolution,architecture,Tyumen region,Tyumen,"(Decimal('65.528785'), Decimal('57.159795'))"
Area of ​​Peoples' Friendship,architecture,The Republic of Mordovia,Saransk,"(Decimal('45.188627'), Decimal('54.178133'))"
Kirova area (area count Speranskii),architecture,Irkutsk region,Irkutsk,"(Decimal('104.280552'), Decimal('52.289533'))"
Lenin Square,architecture,Mari El Republic,Yoshkar-Ola,"(Decimal('47.890823'), Decimal('56.630887'))"
Lenin Square,architecture,Kurgan region,Mound,"(Decimal('65.341513'), Decimal('55.440728'))"
Lenin Square in the city of Yelets,architecture,Lipetsk region,Dace,"(Decimal('38.500122'), Decimal('52.622145'))"
University area,architecture,St. Petersburg,St. Petersburg,"(Decimal('30.334643'), Decimal('59.928888'))"
